canonical_gene_id	graph_gene_id	label	construction_bucket	support_source	primary_source_key	yeast_support_class	has_yeast_transfer_support	has_phi_essential_lethal_support	is_old_positive	supporting_orthogroup_ids	orthogroup_stage_detail	supporting_xp_ids	scer_essential_gene_ids	spom_essential_gene_ids	bridge_methods	mapped_fusarium_gene	final_label_class	supporting_evidence_flags	source_manifest
fgraminearum::FGRAMPH1_01G20341	FGRAMPH1_01G20341	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0003185	OG0003185	XP_011325669.1	YDR044W	SPAC222.11.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G20341	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20387	FGRAMPH1_01G20387	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001474	OG0001474	XP_011325648.1	YGL120C	SPBC16H5.10c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G20387	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20425	FGRAMPH1_01G20425	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0003191	OG0003191	XP_011325634.1	YDR394W	SPCC576.10c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G20425	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20447	FGRAMPH1_01G20447	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0003192	OG0003192	XP_011325623.1	YMR079W	SPAC3H8.10.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G20447	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20479	FGRAMPH1_01G20479	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0003195	OG0003195	XP_011325610.1	YDR208W	SPAC19G12.14.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G20479	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20485	FGRAMPH1_01G20485	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0003197	OG0003197	XP_011325607.1	YLR115W	SPBC1709.15c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G20485	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20499	FGRAMPH1_01G20499	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0003361	OG0003361	XP_011325601.1	YHR098C	SPBC4.03c.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G20499	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20597	FGRAMPH1_01G20597	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0004227	OG0004227	XP_011325554.1	YJL011C	SPAPB1E7.10.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G20597	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20623	FGRAMPH1_01G20623	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0004241	OG0004241	XP_011325542.1	YMR197C	SPBC3B9.10.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G20623	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20653	FGRAMPH1_01G20653	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0004234	OG0004234	XP_011325527.1	YPR056W	SPBC30B4.07c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G20653	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20745	FGRAMPH1_01G20745	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002526	OG0002526	XP_011325486.1	YGR218W	SPAC1805.17.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G20745	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20749	FGRAMPH1_01G20749	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002527	OG0002527	XP_011325484.1	YFL002C	SPBC24C6.02.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G20749	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20763	FGRAMPH1_01G20763	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002529	OG0002529	XP_011325477.1	YBR080C	SPAC1834.11c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G20763	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20773	FGRAMPH1_01G20773	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002532	OG0002532	XP_011325472.1	YOR310C	SPAC23G3.06.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G20773	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G20859	FGRAMPH1_01G20859	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002537	OG0002537	XP_011325430.1	YLR086W	SPBC146.03c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G20859	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G22127	FGRAMPH1_01G22127	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001516	OG0001516	XP_011325754.1	YDR489W	SPBP4H10.21c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G22127	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G22455	FGRAMPH1_01G22455	1	lethal_plus_high_confidence_yeast_transfer	Shared by both yeasts	both	both	True	True	True	OG0001923	OG0001923	XP_011326111.1	YOR119C	SPAC10F6.10.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G22455	Essential (positive)	yeast_transfer;phi_base_essential_lethal;old_positive	data/interim/protocol_refactor/fgraminearum_label_materialization/lethal_positive_gene_list.tsv
fgraminearum::FGRAMPH1_01G22627	FGRAMPH1_01G22627	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001144	OG0001144	XP_011326192.1	YDR341C	SPBC25B2.09c.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G22627	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G22635	FGRAMPH1_01G22635	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001145	OG0001145	XP_011326196.1	YNR016C	SPAC56E4.04c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G22635	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G22645	FGRAMPH1_01G22645	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001932	OG0001932	XP_011326201.1	YIL046W	SPAC57A10.05c.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G22645	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G22713	FGRAMPH1_01G22713	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0000979	OG0000979	XP_011326229.1	YFL037W	SPBC26H8.07c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G22713	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G22773	FGRAMPH1_01G22773	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002385	OG0002385	XP_011326249.1	YLL008W	SPAC30D11.03.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G22773	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G22791	FGRAMPH1_01G22791	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001272	OG0001272	XP_011326258.1	YKR079C	SPAC1D4.10.1:pep;SPBC3D6.03c.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G22791	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G22837	FGRAMPH1_01G22837	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001273	OG0001273	XP_011326280.1	YNR026C	SPBC3H7.01.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G22837	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G22911	FGRAMPH1_01G22911	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001275	OG0001275	XP_011326316.1	YPR186C	SPAC144.09c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G22911	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G22917	FGRAMPH1_01G22917	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002398	OG0002398	XP_011326320.1	YNL317W	SPAC12G12.14c.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G22917	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G22969	FGRAMPH1_01G22969	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002406	OG0002406	XP_011326344.1	YJR112W	SPAC29E6.04.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G22969	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23005	FGRAMPH1_01G23005	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002411	OG0002411	XP_011326360.1	YLR008C	SPAC824.06.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G23005	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23007	FGRAMPH1_01G23007	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0003849	OG0003849	XP_011326361.1	YLR009W	SPAC22E12.13c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23007	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23023	FGRAMPH1_01G23023	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002425	OG0002425	XP_011326369.1	YDR168W	SPBC9B6.10.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23023	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23101	FGRAMPH1_01G23101	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002426	OG0002426	XP_011326400.1	YPL082C	SPBC1826.01c.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23101	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23117	FGRAMPH1_01G23117	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002421	OG0002421	XP_011326408.1	YJL008C	SPBC337.05c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23117	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23139	FGRAMPH1_01G23139	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002424	OG0002424	XP_011326417.1	YNL039W	SPCC1919.14c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23139	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23161	FGRAMPH1_01G23161	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002049	OG0002049	XP_011326427.1	YLR274W	SPAC1B2.05.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23161	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23173	FGRAMPH1_01G23173	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002050	OG0002050	XP_011326431.1	YHR166C	SPAC6F12.14.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23173	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23179	FGRAMPH1_01G23179	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002051	OG0002051	XP_011326434.1	YJL167W	SPAC6F12.13c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23179	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23217	FGRAMPH1_01G23217	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002055	OG0002055	XP_011326452.1	YLR066W	SPAC56F8.11.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23217	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23221	FGRAMPH1_01G23221	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002056	OG0002056	XP_011326454.1	YPR137W	SPAC2E1P5.05.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23221	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23225	FGRAMPH1_01G23225	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001179	OG0001179	XP_011326456.1	YOR204W	SPCC1795.11.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G23225	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23261	FGRAMPH1_01G23261	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001832	OG0001832	XP_011326472.1	YOL005C	SPAC3A12.07.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23261	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23265	FGRAMPH1_01G23265	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001834	OG0001834	XP_011326475.1	YOR272W	SPAC890.04c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23265	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23279	FGRAMPH1_01G23279	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001113	OG0001113	XP_011326481.1	YLR340W	SPCC18.14c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23279	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23317	FGRAMPH1_01G23317	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001789	OG0001789	XP_011326498.1	YJL041W	SPAC26A3.15c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23317	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23327	FGRAMPH1_01G23327	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001790	OG0001790	XP_011326503.1	YDR243C	SPCC63.11.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G23327	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23329	FGRAMPH1_01G23329	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001107	OG0001107	XP_011326504.1	YGR094W	SPAC4A8.08c.1:pep;SPBC1709.02c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23329	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23401	FGRAMPH1_01G23401	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001800	OG0001800	XP_011326540.1	YPR033C	SPBC2G2.12.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G23401	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23417	FGRAMPH1_01G23417	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001801	OG0001801	XP_011326548.1	YPR103W	SPAC4A8.13c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23417	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23503	FGRAMPH1_01G23503	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001846	OG0001846	XP_011326589.1	YDR328C	SPBC409.05.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23503	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23505	FGRAMPH1_01G23505	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0003367	OG0003367	XP_011326590.1	YOR149C	SPAC4G8.12c.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G23505	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23515	FGRAMPH1_01G23515	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001847	OG0001847	XP_011326595.1	YBR143C	SPAC1834.01.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23515	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23537	FGRAMPH1_01G23537	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001850	OG0001850	XP_011326605.1	YNL113W	SPAC1687.01.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23537	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23555	FGRAMPH1_01G23555	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001851	OG0001851	XP_011326611.1	YML077W	SPAC3G9.16c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23555	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23605	FGRAMPH1_01G23605	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001126	OG0001126	XP_011326635.1	YBR121C	SPAC3F10.03.1:pep	ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G23605	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23613	FGRAMPH1_01G23613	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001857	OG0001857	XP_011326639.1	YPL211W	SPCC320.11c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23613	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23709	FGRAMPH1_01G23709	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001861	OG0001861	XP_011326682.1	YPR055W	SPCC970.09.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23709	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23731	FGRAMPH1_01G23731	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001862	OG0001862	XP_011326694.1	YDR468C	SPBC36B7.07.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23731	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23733	FGRAMPH1_01G23733	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001863	OG0001863	XP_011326695.1	YDL207W	SPBC31E1.05.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23733	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23753	FGRAMPH1_01G23753	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001866	OG0001866	XP_011326705.1	YLR275W	SPAC2C4.03c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23753	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23799	FGRAMPH1_01G23799	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001870	OG0001870	XP_011326729.1	YJL010C	SPAC6G9.02c.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23799	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23825	FGRAMPH1_01G23825	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001874	OG0001874	XP_011326742.1	YDR064W	SPAC6F6.07c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23825	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23833	FGRAMPH1_01G23833	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001875	OG0001875	XP_011326745.1	YMR288W	SPAC27F1.09c.1:pep	exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G23833	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23843	FGRAMPH1_01G23843	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001581	OG0001581	XP_011326750.1	YNR035C	SPAC6F6.10c.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23843	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23847	FGRAMPH1_01G23847	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0001877	OG0001877	XP_011326752.1	YLR129W	SPBC3D6.12.1:pep	exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23847	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G23937	FGRAMPH1_01G23937	1	high_confidence_yeast_transfer_positive	Shared by both yeasts	both	both	True	False	False	OG0002322	OG0002322	XP_011326791.1	YOR103C	SPAC6F6.05.1:pep	unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G23937	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
